budget,id,original_language,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
13000000,10691,en,6.130096,2001-06-29,16929123,99.0,Released,When it's real. When it's right. Don't let anything stand in your way.,Crazy/Beautiful,6.6,96
3200000,805,en,26.180367,1968-06-12,33395426,136.0,Released,Pray for Rosemary's Baby,Rosemary's Baby,7.5,863
23000000,37137,en,27.33256,1991-06-28,86930411,85.0,Released,If you see only one movie this year...you ought to get out more often,The Naked Gun 2½: The Smell of Fear,6.6,546
15000000,157849,en,26.708193,2014-07-25,31554855,121.0,Released,,A Most Wanted Man,6.5,541
5000000,45658,en,9.169411,2010-10-15,2614773,97.0,Released,Lost is a good place to find yourself,Everything Must Go,6.0,208
0,65448,en,0.001117,1979-12-01,0,99.0,Released,"There's only one way out, and 100 fools stand in the way!",Penitentiary,4.9,8
9000000,14811,en,7.623979,1971-11-03,83304330,181.0,Released,To Life!,Fiddler on the Roof,7.4,134
1300000,48309,en,7.605291,1988-03-04,354704,102.0,Released,Horror Has A New Home.,Prison,6.7,27
40000000,82687,en,15.283444,2012-12-19,41863726,95.0,Released,Get ready for one mother of a road trip,The Guilt Trip,5.4,284
300000,73981,en,0.055868,2001-09-20,2074000,101.0,Released,,Ayurveda: Art of Being,5.5,3
42000000,46528,en,7.349497,2010-12-02,11087569,100.0,Released,Assassin. Hero. Legend.,The Warrior's Way,6.3,136
5000000,14662,en,6.308298,1998-08-14,0,91.0,Released,Growing Up is Hard to Do,Slums of Beverly Hills,6.5,44
25000000,3021,en,35.169779,2007-07-12,94679598,104.0,Released,The only demons in room 1408 are those within you.,1408,6.5,1343
0,11199,en,31.719463,2007-03-02,253625427,100.0,Released,A lot can happen on the road to nowhere.,Wild Hogs,5.6,648
40000000,440,en,39.381913,2007-12-25,41797066,94.0,Released,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,4.9,740
60000000,17332,en,17.299333,2009-04-24,31720158,109.0,Released,Life has a mind of its own,The Soloist,6.6,234
0,13579,en,4.030724,2008-08-22,0,94.0,Released,,The Longshots,6.5,11
92000000,1535,en,27.166757,2001-11-18,143049560,126.0,Released,It's not how you play the game. It's how the game plays you.,Spy Game,6.8,579
9500000,209403,en,14.105392,2013-09-06,7800000,88.0,Released,The end justifies the means,Bad Words,6.4,334
13500000,273899,en,5.16023,2015-09-18,187674,129.0,Released,Where Pride Began,Stonewall,5.2,32
5000000,11361,en,8.008844,1989-10-12,11642254,96.0,Released,"Michael Lives, And This Time They're Ready!",Halloween 5: The Revenge of Michael Myers,5.2,183
65000000,11170,en,8.629665,2006-12-12,43545364,124.0,Released,From the ashes we rose.,We Are Marshall,6.7,186
133000000,10137,en,30.475297,1999-12-17,300135367,84.0,Released,The Little Family Just Got Bigger,Stuart Little,5.8,959
10000000,10999,en,34.224204,1985-10-03,57500000,90.0,Released,Somewhere... somehow... someone's going to pay.,Commando,6.4,742
70000000,33909,en,23.25645,2010-09-02,134748021,133.0,Released,Gordon never gives up.,Wall Street: Money Never Sleeps,5.8,493
0,8617,en,9.642041,2008-04-10,14796236,88.0,Released,A Night To Die For.,Prom Night,4.8,167
0,9378,en,20.392858,2001-10-26,0,91.0,Released,"There are ghosts around us all the time. Most of them don't want to hurt us. But, there are exceptions...",Thir13en Ghosts,5.4,440
0,12621,en,5.293363,2008-01-21,0,92.0,Released,One high school drama teacher is about to make a huge number 2.,Hamlet 2,6.1,56
45000000,9826,en,9.025236,1996-06-06,17300889,100.0,Released,Slam Evil!,The Phantom,4.7,136
7000000,24985,en,1.498245,2002-01-01,0,96.0,Released,,The Heart of Me,7.7,5
8000000,13154,en,8.403859,1991-08-23,2275557,79.0,Released,One's a warrior. One's a wise guy. They're two L.A. cops going after a gang of drug lords. Feet first.,Showdown in Little Tokyo,5.7,95
16000000,16161,en,7.854989,2001-06-27,29381649,130.0,Released,Just a Baby Boy.,Baby Boy,7.4,55
15000000,132232,en,47.455148,2013-01-17,146497771,100.0,Released,A Mother's Love is Forever,Mama,6.0,1401
20000000,334074,en,33.625477,2015-05-21,0,96.0,Released,His Next Target is Now Hunting Him,Survivor,5.4,404
0,203833,en,57.84156,2013-11-08,76586316,131.0,Released,Courage beyond words.,The Book Thief,7.4,1486
12000000,14799,en,4.330428,2006-11-22,5542025,86.0,Released,,For Your Consideration,5.9,43
35000000,10012,en,11.195593,2005-02-25,19294901,97.0,Released,What doesn't kill you makes you stronger.,Cursed,5.1,167
45000000,9944,en,17.923254,1993-12-16,195268056,141.0,Released,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,The Pelican Brief,6.3,371
160000000,27205,en,167.58371,2010-07-14,825532764,148.0,Released,Your mind is the scene of the crime.,Inception,8.1,13752
0,16471,en,4.293706,1981-12-25,0,89.0,Released,,Modern Problems,5.6,23
1000000,46989,en,0.672695,2002-01-11,464000,92.0,Released,Ready or not... the future comes just the same.,Blue Car,6.7,13
125000,84355,en,12.833247,2011-09-11,3200000,90.0,Released,A comedy about doing the right thing with the wrong person.,Your Sister's Sister,6.5,137
0,159037,ar,4.892203,2013-06-07,0,88.0,Released,What does it mean to risk your life for your ideals? How far will five revolutionaries go in defending their beliefs in the fight for their nation?,The Square,7.8,55
65000000,10783,en,2.952595,2000-10-27,0,105.0,Released,When they put their heads together... it's a no brainer.,Lucky Numbers,4.9,52
11000000,766,en,33.758281,1992-10-09,0,81.0,Released,Trapped in time. Surrounded by evil. Low on gas.,Army of Darkness,7.3,838
20000000,8975,en,7.679336,2006-10-13,22165608,92.0,Released,War is Fine But The Fight Continues,The Marine,5.0,163
0,300327,en,0.005883,2010-09-01,0,0.0,Released,,Death Calls,0.0,0
28000000,11141,en,6.201404,2004-04-04,30016165,90.0,Released,Love always has the last word.,Laws of Attraction,5.6,104
12000000,31909,en,4.234269,1986-01-01,4884663,100.0,Released,Their conquest has already begun... He know they're here.,Invaders from Mars,5.5,57
25000000,392,en,28.727731,2000-12-14,152500343,121.0,Released,...and the world is still indulging!,Chocolat,6.8,951
45000000,8292,en,24.694551,2005-08-11,92374674,109.0,Released,They came home to bury mom... and her killer,Four Brothers,6.7,607
300000,80468,en,2.733725,2011-04-14,0,97.0,Released,Your number is up.,Some Guy Who Kills People,5.7,45
500000,139715,en,2.391847,2012-04-27,0,87.0,Released,"When there's no more room in Hell, the dead will go to DETENTION!",Detention of the Dead,4.5,34
4000000,9728,en,14.206525,1982-08-13,36690067,95.0,Released,There's nowhere to hide. We dare you to try.,Friday the 13th Part III,5.7,254
15000000,74536,en,7.701186,2011-11-04,0,90.0,Released,Serve. Protect. Lie.,The Son of No One,4.8,92
500000,297100,en,0.073079,2014-09-11,0,84.0,Released,,The Little Ponderosa Zoo,2.0,1
0,9930,en,7.519433,1986-06-18,0,116.0,Released,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,Legal Eagles,5.8,51
46000000,479,en,19.643365,2000-06-15,107196498,99.0,Released,"Still the man, any questions?",Shaft,5.5,308
65000000,16577,en,24.857079,2009-10-15,44091067,94.0,Released,Have a blast.,Astro Boy,6.1,409
26000000,316002,en,5.644844,2015-02-10,0,100.0,Released,Sometimes you nail love. Sometimes it nails you.,Accidental Love,3.9,95
0,17043,en,1.714972,2002-07-26,33082548,90.0,Released,His First Big-Screen Adventure!,The Crocodile Hunter: Collision Course,5.3,34
12000000,17130,en,6.703319,2002-02-15,61141030,93.0,Released,Dreams change. Friends are forever,Crossroads,4.7,158
50000000,18501,en,27.631262,2009-09-03,40828540,95.0,Released,"In the near future, you don't live to play... you'll play to live.",Gamer,5.6,760
0,44555,zh,1.416796,2009-12-11,0,95.0,Released,,"A Woman, a Gun and a Noodle Shop",4.8,13
50000000,2898,en,37.885022,1997-12-19,314178011,139.0,Released,A comedy from the heart that goes for the throat.,As Good as It Gets,7.2,915
5000000,11826,en,11.21273,2000-09-13,0,89.0,Released,There's a bit of the beast in all of us.,Sexy Beast,7.0,217
7000000,13408,en,2.453459,2001-11-16,10229331,93.0,Released,"When you're down 'n dirty, it all comes out in...",The Wash,5.3,26
35000000,9726,en,16.782471,2006-09-09,42064105,118.0,Released,Everything matures... eventually.,A Good Year,6.5,357
4700000,166624,en,0.217538,2013-09-13,0,92.0,Released,Mica is a perfectly normal boy. Well he would be if he didn't smell of fish.,Treading Water,5.6,6
22700000,957,en,39.890798,1987-06-24,38119483,96.0,Released,May the schwartz be with you,Spaceballs,6.7,902
50000,290391,en,0.595809,2015-09-01,0,75.0,Released,"Five girls, one secret. Revenge stalks them in the night.","Run, Hide, Die",3.5,2
6500000,668,en,25.289665,1969-12-12,81974493,142.0,Released,Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,6.5,456
5000000,9671,en,16.072466,1986-09-26,328203506,97.0,Released,There's a little of him in all of us.,Crocodile Dundee,6.3,503
15000000,333371,en,53.698683,2016-03-10,108286421,103.0,Released,Monsters come in many forms.,10 Cloverfield Lane,6.8,2468
10000000,73247,en,0.518056,1981-12-18,2154696,79.0,Released,Meet a modern nuclear family unlike any other.,Heartbeeps,3.8,6
2000000,29406,en,1.20173,2008-04-24,0,90.0,Released,Some Things in life you can't leave behind,Trucker,6.8,16
9000000,25968,en,4.799022,2009-05-16,0,103.0,Released,"For Veronika, confronting death... is discovering life.",Veronika Decides to Die,5.8,75
0,11499,en,16.87784,2008-10-15,0,122.0,Released,400 million people were waiting for the truth.,Frost/Nixon,7.2,328
90000000,10357,en,19.836124,1997-04-25,0,104.0,Released,The coast is toast,Volcano,5.2,376
5100000,16633,en,5.934016,1980-10-02,0,103.0,Released,Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.,Somewhere in Time,7.2,102
0,226458,en,3.619167,2015-01-16,0,91.0,Released,nederlands,Backmask,4.7,79
70000000,3981,en,31.39165,2000-12-15,374111707,127.0,Released,He has the power to hear everything women are thinking. Finally... a man is listening.,What Women Want,6.1,992
28000000,812,en,92.982009,1992-11-25,504050219,90.0,Released,Wish granted!,Aladdin,7.4,3416
0,16241,en,5.315213,1978-10-05,0,125.0,Released,If they survive...will we?,The Boys from Brazil,6.6,101
300000,14278,en,1.085909,2005-07-22,1750211,88.0,Released,,Murderball,6.9,23
70000000,9381,en,27.568194,2008-08-20,72108608,101.0,Released,Kill or be Killed.,Babylon A.D.,5.4,676
45000000,2636,en,16.582709,1994-10-07,170362582,110.0,Released,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,The Specialist,5.5,313
145000000,10733,en,10.660441,2004-04-07,25819961,137.0,Released,You will never forget,The Alamo,5.8,106
63000000,550,en,146.757391,1999-10-15,100853753,139.0,Released,Mischief. Mayhem. Soap.,Fight Club,8.3,9413
15000000,744,en,58.900647,1986-05-16,356830601,110.0,Released,Up there with the best of the best.,Top Gun,6.7,1698
0,41110,it,5.355763,2009-09-05,0,120.0,Released,,I Am Love,6.9,73
850000,84200,en,14.238376,2012-08-31,1243961,85.0,Released,Lose your hang-ups. Find your calling.,"For a Good Time, Call...",5.8,110
65000000,4244,en,18.281798,2000-07-07,69700000,104.0,Released,Nobody ever grows up quite like they imagined.,The Kid,6.0,238
25000000,2140,en,16.936576,2001-07-06,64437847,98.0,Released,Kiss Fear Goodbye,Kiss of the Dragon,6.4,298
6000000,621,en,67.608041,1978-07-07,181813770,110.0,Released,Grease is the word,Grease,7.2,1581
16500000,2977,en,18.236284,2007-03-02,37311672,120.0,Released,Her own life is her greatest inspiration.,Becoming Jane,6.9,317
9000000,9400,en,6.717994,1996-11-06,41590886,118.0,Released,It's about crime. It's about payback. It's about survival.,Set It Off,6.9,66
75000000,35,en,46.875375,2007-07-25,527068851,87.0,Released,See our family. And feel better about yours.,The Simpsons Movie,6.9,2264
110000000,39254,en,37.195046,2011-09-28,299268508,127.0,Released,"If you get one shot, make it real.",Real Steel,6.6,2692
2902660,66942,en,1.35088,2011-08-19,0,93.0,Released,"He's a dreamer, stuck in the real world.",Griff the Invisible,6.1,34
68000000,6171,en,26.792794,2003-03-21,75715436,136.0,Released,A circle of friendship. A web of mystery. A pattern of fear.,Dreamcatcher,5.3,567
1200000,176124,en,3.085411,2013-04-19,2861020,114.0,Released,Freedom is possible,Home Run,6.3,24
60000,2667,en,41.690578,1999-07-14,248000000,81.0,Released,The scariest movie of all time is a true story.,The Blair Witch Project,6.3,1055
5000000,8346,en,18.115566,2002-02-22,368744044,95.0,Released,Love is here to stay... so is her family.,My Big Fat Greek Wedding,6.2,671
0,16653,en,0.920591,2002-01-30,0,102.0,Released,The Road to Eternal Marriage Has Never Been Longer,The Singles Ward,7.5,4
69000000,72331,en,38.634767,2012-06-20,112265139,94.0,Released,Are you a patriot or a vampire?,Abraham Lincoln: Vampire Hunter,5.5,1269
950000,271185,en,8.976128,2014-04-19,0,100.0,Released,Young. Not so innocent.,Ask Me Anything,5.5,155
13000000,11592,en,6.170139,1994-04-13,7820688,95.0,Released,"Every Mom Wants to Be Wanted, But Not For Murder One!",Serial Mom,6.4,135
0,25353,fr,1.684948,2009-04-01,0,82.0,Released,,The True Story of Puss 'n Boots,3.8,7
50000000,10061,en,21.637234,1996-08-09,42277365,97.0,Released,Snake Is Back.,Escape from L.A.,5.6,373
0,285743,en,0.674398,2016-03-29,0,0.0,Released,Hell ain't got a prayer.,Alleluia! The Devil's Carnival,6.0,2
65000000,6795,en,15.194239,2005-11-06,64321501,101.0,Released,Adventure Is Waiting,Zathura: A Space Adventure,6.1,779
37000000,4944,en,31.941347,2008-09-05,163720069,96.0,Released,Intelligence is relative.,Burn After Reading,6.5,1222
0,21801,en,1.390909,2002-01-01,0,112.0,Released,,The Slaughter Rule,6.2,9
20000000,7979,en,10.446722,2007-10-14,73276047,128.0,Released,There is a way to be good again.,The Kite Runner,7.3,394
19400000,14202,en,20.746932,2006-12-09,0,125.0,Released,Sometimes the greatest journey is the distance between two people.,The Painted Veil,7.1,312
22000000,11453,en,10.259461,2005-08-06,22400154,83.0,Released,For the women of Europe... The price of love just got a lot cheaper.,Deuce Bigalow: European Gigolo,4.7,225
15000000,1091,en,52.731379,1982-06-25,19629760,109.0,Released,Man is The Warmest Place to Hide.,The Thing,7.8,1588
36000000,365222,cn,19.167377,2015-12-19,156844753,105.0,Released,,Ip Man 3,6.5,379
200000000,37724,en,93.004993,2012-10-25,1108561013,143.0,Released,Think on your sins.,Skyfall,6.9,7604
69000000,38778,en,11.023691,2010-07-30,86387857,114.0,Released,Takes One To Know One.,Dinner for Schmucks,5.5,531
100000000,11692,en,12.092241,2002-08-15,7103973,95.0,Released,Action's future has arrived...,The Adventures of Pluto Nash,4.4,142
0,62116,fr,0.774442,2010-06-09,0,120.0,Released,,Mozart's Sister,6.2,13
12000000,6615,en,15.817096,2007-10-12,11293663,106.0,Released,The search for true love begins outside the box.,Lars and the Real Girl,7.1,509
10000000,44040,en,30.934688,2010-01-13,33583175,80.0,Released,Bad Things Happen For A Reason,Devil,5.8,816
130000,83,en,15.611857,2004-08-06,54667954,79.0,Released,Scream all you want.,Open Water,5.4,315
1500000,3083,en,12.2624,1939-10-19,9600000,129.0,Released,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",Mr. Smith Goes to Washington,7.9,241
26000000,15028,en,5.894163,2002-03-17,38793283,94.0,Released,"The adventure of a lifetime, in a few mere seconds.",Clockstoppers,4.9,89
20000000,10448,en,3.581906,1994-09-09,305070,107.0,Released,,Rapa Nui,6.2,33
24000000,4233,en,35.244037,1997-12-09,172363301,120.0,Released,Someone has taken their love of sequels one step too far.,Scream 2,6.1,840
7000000,13001,en,8.591387,2008-03-11,8900000,97.0,Released,The lines have been drawn. The battle has been waged. Only one thing can save us...,Stargate: The Ark of Truth,6.9,140
0,96724,en,26.38704,2012-09-06,68929150,130.0,Released,An epic story of love.,Anna Karenina,6.5,639
0,1950,en,6.162872,2007-05-01,5761917,124.0,Released,Change your game. Change your life.,Lucky You,5.4,81
37000000,10871,en,4.131546,1997-10-31,6482195,118.0,Released,The hunter becomes the hunted.,Switchback,5.8,52
0,174362,en,0.048726,2013-04-20,0,93.0,Released,The Limiting Factor Is The Mind,Bending Steel,5.0,1
700000,14275,en,9.188431,1994-09-12,7830611,171.0,Released,An Extraordinary True Story.,Hoop Dreams,7.7,87
200000,54897,en,0.616283,2011-02-25,2295733,101.0,Released,Never Underestimate The Power Of Grace ...,The Grace Card,6.5,10
15000000,16769,en,3.826685,1980-03-07,67182787,125.0,Released,She was married at 13. She had four kids by the time she was 20. She's been hungry and poor. She's been loved and cheated on. She became a singer because it was the only thing she could do. She became a star because it was the only way she could do it.,Coal Miner's Daughter,7.2,67
4,22649,en,1.199451,1932-12-08,25,89.0,Released,Every woman who has loved will understand,A Farewell to Arms,6.2,28
1288000,223,en,18.426825,1940-04-12,6000000,130.0,Released,The shadow of this woman darkened their love.,Rebecca,7.7,336
